RootID,Self-assessment,Root,mnemonics,"all derivativies ( Formula column, do not edit)",me- group,me -- kan,ber-,per- group,di-,ter-,ke-,-nya,-kan,se-,idion,peribahasa,Gabungan,synonym,turunan,#N/A,Spelling_L1,OtherLang,Level_LCC_L1,Level_OS_L1,Level_AKD_L1,CEFR,Root wihtout meaning,chatGPT-Find derivaties,kbbi url,wikitonary,word in original language,#N/A,#N/A
801,,kering,,"kering -      (adj) dry
kekeringan -      (v) being too dry; being short of money;...
mengeringkan -      (v pass) made to dry out; dried out; dri...
",kering -      (adj) dry,kekeringan -      (v) being too dry; being short of money;...,,,mengeringkan -      (v pass) made to dry out; dried out; dri...,,,,,,,,,,,,BK,NotE,2000,3000,4000,A1U,kering,Can you list all derivatives of the Indonesian root word kering,https://kbbi.kemdikbud.go.id/entri/kering,https://en.wiktionary.org/wiki/kering#Indonesian,,,
802,,stasiun,,"stasiun -      (n) station (of railway or radio); termi...


",stasiun -      (n) station (of railway or radio); termi...,,,,,,,,,,,,,,,,BK,ENG,3000,2000,1000,A1U,stasiun,Can you list all derivatives of the Indonesian root word stasiun,https://kbbi.kemdikbud.go.id/entri/stasiun,https://en.wiktionary.org/wiki/stasiun#Indonesian,,,
803,,layar,,"layar -      (n) sail; (n) viewing screen; movie scre...
pelayaran -      (n) voyage; cruise; navigation; a sailin...
berlayar -      (v) having a sail; with a sail; sail; cr...
",layar -      (n) sail; (n) viewing screen; movie scre...,pelayaran -      (n) voyage; cruise; navigation; a sailin...,,,berlayar -      (v) having a sail; with a sail; sail; cr...,,,,,,,,,,,,BK,NotE,2000,3000,2000,A1U,layar,Can you list all derivatives of the Indonesian root word layar,https://kbbi.kemdikbud.go.id/entri/layar,https://en.wiktionary.org/wiki/layar#Indonesian,,,
804,,tenang,,"tenang -      (adj) calm; quiet; still
ketenangan -      (n) composure; stillness; calm; lull; co...
menenangkan -      (v) calm; comfort; appease; pacify; plac...
",tenang -      (adj) calm; quiet; still,ketenangan -      (n) composure; stillness; calm; lull; co...,,,menenangkan -      (v) calm; comfort; appease; pacify; plac...,,,,,,,,,,,,BK,NotE,2000,1000,3000,A1U,tenang,Can you list all derivatives of the Indonesian root word tenang,https://kbbi.kemdikbud.go.id/entri/tenang,https://en.wiktionary.org/wiki/tenang#Indonesian,,,
805,,benda,,"benda -      (n) things; object; article
kebendaan -      (n) materiality; worldly things; matter
membendakan -      (v pass) nominalized; formed into a noun...
",benda -      (n) things; object; article,kebendaan -      (n) materiality; worldly things; matter,,,membendakan -      (v pass) nominalized; formed into a noun...,,,,,,,,,,,,BK,NotE,2000,1000,3000,A1U,benda,Can you list all derivatives of the Indonesian root word benda,https://kbbi.kemdikbud.go.id/entri/benda,https://en.wiktionary.org/wiki/benda#Indonesian,,,
806,,bangga,,"bangga -      (adj) proud; conceited; obstinate
kebanggaan -      (n) pride; conceit; obstinacy
membanggakan -      (v) be proud of; glory in; boast of
",bangga -      (adj) proud; conceited; obstinate,kebanggaan -      (n) pride; conceit; obstinacy,,,membanggakan -      (v) be proud of; glory in; boast of,,,,,,,,,,,,BK,NotE,3000,2000,3000,A1U,bangga,Can you list all derivatives of the Indonesian root word bangga,https://kbbi.kemdikbud.go.id/entri/bangga,https://en.wiktionary.org/wiki/bangga#Indonesian,,,
807,,kitab,,"kitab -      (n) holy book; (n) book


",kitab -      (n) holy book; (n) book,,,,,,,,,,,,,,,,BK,NotE,2000,5000,4000,A1U,kitab,Can you list all derivatives of the Indonesian root word kitab,https://kbbi.kemdikbud.go.id/entri/kitab,https://en.wiktionary.org/wiki/kitab#Indonesian,,,
808,,hewan,,"hewan -      (n) animal (formal; scientific)
hewani -      (adj) made from animals or body parts of...
kehewanan -      (n) matters regarding animals in general...
",hewan -      (n) animal (formal; scientific),hewani -      (adj) made from animals or body parts of...,,,kehewanan -      (n) matters regarding animals in general...,,,,,,,,,,,,BK,NotE,2000,2000,2000,A1U,hewan,Can you list all derivatives of the Indonesian root word hewan,https://kbbi.kemdikbud.go.id/entri/hewan,https://en.wiktionary.org/wiki/hewan#Indonesian,,,
809,,qur'an,,"qur'an -      non-standard spelling ((n) the Holy Koran; Islamic Koran)
al-qur'an -      (n) the Holy Koran; the Holy Qur'an; Isl...
Al-Qur'an
al-qur'ani -      non-standard spelling ((adj) Islamic Koranic)
",qur'an -      non-standard spelling ((n) the Holy Koran; Islamic Koran),al-qur'an -      (n) the Holy Koran; the Holy Qur'an; Isl...,,Al-Qur'an,al-qur'ani -      non-standard spelling ((adj) Islamic Koranic),,,,,,,,,,,,TB,ENG,6000,60000,5000,A1U,qur'an,Can you list all derivatives of the Indonesian root word qur'an,https://kbbi.kemdikbud.go.id/entri/qur'an,https://en.wiktionary.org/wiki/qur'an#Indonesian,,,
810,,otak,,"otak -      (n) brain; mind; intellect
berotak -      (v) be brainy; intelligent; having a bra...
mengotaki -      (v pass) masterminded; planned and arran...
",otak -      (n) brain; mind; intellect,berotak -      (v) be brainy; intelligent; having a bra...,,,mengotaki -      (v pass) masterminded; planned and arran...,,,,,,,,,,,,BK,NotE,2000,1000,2000,A1U,otak,Can you list all derivatives of the Indonesian root word otak,https://kbbi.kemdikbud.go.id/entri/otak,https://en.wiktionary.org/wiki/otak#Indonesian,,,
811,,nyanyi,,"penyanyi -      (n) singer
menyanyikan -      (v) sing
bernyanyi -      (v) sing
",penyanyi -      (n) singer,menyanyikan -      (v) sing,,,bernyanyi -      (v) sing,,,,,,,,,,,,BK,NotE,4000,4000,2000,A1U,nyanyi,Can you list all derivatives of the Indonesian root word nyanyi,https://kbbi.kemdikbud.go.id/entri/nyanyi,https://en.wiktionary.org/wiki/nyanyi#Indonesian,,,
812,,alamat,,"alamat -      (n) address (of house etc); title
beralamat -      (v) be addressed; titled; having an addr...
mengalamatkan -      (v pass) addressed; labeled with an addr...
",alamat -      (n) address (of house etc); title,beralamat -      (v) be addressed; titled; having an addr...,,,mengalamatkan -      (v pass) addressed; labeled with an addr...,,,,,,,,,,,,BK,FAR,3000,2000,4000,A1U,alamat,Can you list all derivatives of the Indonesian root word alamat,https://kbbi.kemdikbud.go.id/entri/alamat,https://en.wiktionary.org/wiki/alamat#Indonesian,,,
813,,jarang,,"jarang -      (adv) rarely; seldom
jarang-jarang -      (adj/adv) rare(ly); sporadic; seldom; in...
jarang-jarang

",jarang -      (adv) rarely; seldom,jarang-jarang -      (adj/adv) rare(ly); sporadic; seldom; in...,,jarang-jarang,,,,,,,,,,,,,BK,NotE,2000,3000,3000,A1U,jarang,Can you list all derivatives of the Indonesian root word jarang,https://kbbi.kemdikbud.go.id/entri/jarang,https://en.wiktionary.org/wiki/jarang#Indonesian,,,
814,,labuh,,"pelabuhan -      (n) harbor; port; anchorage
berlabuh -      (v) be anchored; docked
labuhan -      (n) ceremony that starts from the kraton...
",pelabuhan -      (n) harbor; port; anchorage,berlabuh -      (v) be anchored; docked,,,labuhan -      (n) ceremony that starts from the kraton...,,,,,,,,,,,,BK,NotE,3000,4000,1000,A1U,labuh,Can you list all derivatives of the Indonesian root word labuh,https://kbbi.kemdikbud.go.id/entri/labuh,https://en.wiktionary.org/wiki/labuh#Indonesian,,,
815,,celaka,,"kecelakaan -      (n) accident; crash; wreck; mishap; misf...
celaka -      (adj) unfortunate; disastrous; unlucky; ...
mencelakakan -      (v) cause to plunge into misery; ruin
",kecelakaan -      (n) accident; crash; wreck; mishap; misf...,celaka -      (adj) unfortunate; disastrous; unlucky; ...,,,mencelakakan -      (v) cause to plunge into misery; ruin,,,,,,,,,,,,BK,NotE,2000,1000,1000,A1U,celaka,Can you list all derivatives of the Indonesian root word celaka,https://kbbi.kemdikbud.go.id/entri/celaka,https://en.wiktionary.org/wiki/celaka#Indonesian,,,
816,,garis,,"garis -      (n) line; scratch
menggariskan -      (v pass) lined out; drew a line through
menggarisbawahi -      (v) underline; underscore; highlight; de...
",garis -      (n) line; scratch,menggariskan -      (v pass) lined out; drew a line through,,,menggarisbawahi -      (v) underline; underscore; highlight; de...,,,,,,,,,,,,BK,NotE,2000,2000,3000,A1U,garis,Can you list all derivatives of the Indonesian root word garis,https://kbbi.kemdikbud.go.id/entri/garis,https://en.wiktionary.org/wiki/garis#Indonesian,,,
817,,tuan,,"tuan -      (n) sir; mr. (addressing senior persons)...
bertuan -      (v) have a master; have someone in contr...
mempertuan -      (v pass) regarded someone as lord/master...
",tuan -      (n) sir; mr. (addressing senior persons)...,bertuan -      (v) have a master; have someone in contr...,,,mempertuan -      (v pass) regarded someone as lord/master...,,,,,,,,,,,,BK,NotE,2000,1000,2000,A1U,tuan,Can you list all derivatives of the Indonesian root word tuan,https://kbbi.kemdikbud.go.id/entri/tuan,https://en.wiktionary.org/wiki/tuan#Indonesian,,,
818,0,kisah,,"mengisahkan -      (v) narrate; relate; tell a story
alkisah -      (n) ancient tale; story; narrative
",,mengisahkan -      (v) narrate; relate; tell a story,,,alkisah -      (n) ancient tale; story; narrative,,,,,,,,,,,,BK,ARA,3000,2000,3000,A1U,kisah,Can you list all derivatives of the Indonesian root word kisah,https://kbbi.kemdikbud.go.id/entri/,https://en.wiktionary.org/wiki/#Indonesian,,,
819,,jantung,,"jantung -      (n) physical heart


",jantung -      (n) physical heart,,,,,,,,,,,,,,,,BK,NotE,2000,2000,2000,A1U,jantung,Can you list all derivatives of the Indonesian root word jantung,https://kbbi.kemdikbud.go.id/entri/jantung,https://en.wiktionary.org/wiki/jantung#Indonesian,,,
820,,tari,,"tari -      (n) dance
tarian -      (n) dance
penari -      (n) dancer
",tari -      (n) dance,tarian -      (n) dance,,,penari -      (n) dancer,,,,,,,,,,,,BK,NotE,5000,6000,3000,A1U,tari,Can you list all derivatives of the Indonesian root word tari,https://kbbi.kemdikbud.go.id/entri/tari,https://en.wiktionary.org/wiki/tari#Indonesian,,,
821,,hadiah,,"hadiah -      (n) gift; present; reward; prize
berhadiah -      (v) having a prize; with a gift included
menghadiahkan -      (v) give; present a gift; award or rewar...
",hadiah -      (n) gift; present; reward; prize,berhadiah -      (v) having a prize; with a gift included,,,menghadiahkan -      (v) give; present a gift; award or rewar...,,,,,,,,,,,,BK,NotE,2000,1000,2000,A1U,hadiah,Can you list all derivatives of the Indonesian root word hadiah,https://kbbi.kemdikbud.go.id/entri/hadiah,https://en.wiktionary.org/wiki/hadiah#Indonesian,,,
822,,daun,,"daun -      (n) leaf
dedaunan -      (n) various kinds of leaves (= daun-daun...
berdaun -      (v) having leaves; with leaves
",daun -      (n) leaf,dedaunan -      (n) various kinds of leaves (= daun-daun...,,,berdaun -      (v) having leaves; with leaves,,,,,,,,,,,,BK,NotE,2000,4000,4000,A1U,daun,Can you list all derivatives of the Indonesian root word daun,https://kbbi.kemdikbud.go.id/entri/daun,https://en.wiktionary.org/wiki/daun#Indonesian,,,
823,,ramadan,,"ramadan -      non-standard spelling of ""ramadan"" (Islamic fasting month)


","ramadan -      non-standard spelling of ""ramadan"" (Islamic fasting month)",,,,,,,,,,,,,,,,TB,NotE,2000,40000,4000,A1U,ramadan,Can you list all derivatives of the Indonesian root word ramadan,https://kbbi.kemdikbud.go.id/entri/ramadan,https://en.wiktionary.org/wiki/ramadan#Indonesian,,,
824,,gempa,,"gempa -      (n) quake; shaking
kegempaan -      (n) being earthquake prone; having frequ...
pascagempa -      (adv) after the earthquate
",gempa -      (n) quake; shaking,kegempaan -      (n) being earthquake prone; having frequ...,,,pascagempa -      (adv) after the earthquate,,,,,,,,,,,,BK,SAN,2000,4000,1000,A1U,gempa,Can you list all derivatives of the Indonesian root word gempa,https://kbbi.kemdikbud.go.id/entri/gempa,https://en.wiktionary.org/wiki/gempa#Indonesian,,,
825,,rute,,"rute -      (n) route
perutean -      (n) (IT) routing (redirecting data from ...

",rute -      (n) route,perutean -      (n) (IT) routing (redirecting data from ...,,,,,,,,,,,,,,,BK,ENG,3000,4000,2000,A1U,rute,Can you list all derivatives of the Indonesian root word rute,https://kbbi.kemdikbud.go.id/entri/rute,https://en.wiktionary.org/wiki/rute#Indonesian,,,
826,,web,,"web -      (n) web


",web -      (n) web,,,,,,,,,,,,,,,,BK,ENG,2000,7000,5000,A1U,web,Can you list all derivatives of the Indonesian root word web,https://kbbi.kemdikbud.go.id/entri/web,https://en.wiktionary.org/wiki/web#Indonesian,,,
827,,ekor,,"ekor -      (n) tail (numeral classifier for animals...
seekor -      (n) one tail (numeral classifier for ani...
mengekor -      (v) tail; follow; trail behind
",ekor -      (n) tail (numeral classifier for animals...,seekor -      (n) one tail (numeral classifier for ani...,,,mengekor -      (v) tail; follow; trail behind,,,,,,,,,,,,BK,NotE,3000,4000,2000,A1U,ekor,Can you list all derivatives of the Indonesian root word ekor,https://kbbi.kemdikbud.go.id/entri/ekor,https://en.wiktionary.org/wiki/ekor#Indonesian,,,
828,,abad,,"abad -      (n) century; age; era; epoch
berabad-abad -      (v) be for centuries
berabad-abad

",abad -      (n) century; age; era; epoch,berabad-abad -      (v) be for centuries,,berabad-abad,,,,,,,,,,,,,BK,NotE,2000,3000,4000,A1U,abad,Can you list all derivatives of the Indonesian root word abad,https://kbbi.kemdikbud.go.id/entri/abad,https://en.wiktionary.org/wiki/abad#Indonesian,,,
829,,jujur,,"jujur -      (adj) honest; fair; trustworthy; reliabl...
kejujuran -      (n) honesty; reliability; fairness; inte...
sejujurnya -      (adv) as honest/fair as possible
",jujur -      (adj) honest; fair; trustworthy; reliabl...,kejujuran -      (n) honesty; reliability; fairness; inte...,,,sejujurnya -      (adv) as honest/fair as possible,,,,,,,,,,,,BK,NotE,3000,1000,5000,A1U,jujur,Can you list all derivatives of the Indonesian root word jujur,https://kbbi.kemdikbud.go.id/entri/jujur,https://en.wiktionary.org/wiki/jujur#Indonesian,,,
830,,segar,,"segar -      (adj) fresh (of fruit, air, etc.); new; ...
menyegarkan -      (v) refresh; invigorate; comfort
kesegaran -      (n) freshness; refreshment; coolness; he...
","segar -      (adj) fresh (of fruit, air, etc.); new; ...",menyegarkan -      (v) refresh; invigorate; comfort,,,kesegaran -      (n) freshness; refreshment; coolness; he...,,,,,,,,,,,,BK,NotE,3000,2000,4000,A1U,segar,Can you list all derivatives of the Indonesian root word segar,https://kbbi.kemdikbud.go.id/entri/segar,https://en.wiktionary.org/wiki/segar#Indonesian,,,
831,,masak,,"memasak -      (v) cook; bake; boil; prepare for eating
masak -      (v) cook; (adj) cooked; ripe; mature; pr...
masakan -      (n) cooking; cuisine; a food course; foo...
",memasak -      (v) cook; bake; boil; prepare for eating,masak -      (v) cook; (adj) cooked; ripe; mature; pr...,,,masakan -      (n) cooking; cuisine; a food course; foo...,,,,,,,,,,,,BK,NotE,6000,2000,7000,A1U,masak,Can you list all derivatives of the Indonesian root word masak,https://kbbi.kemdikbud.go.id/entri/masak,https://en.wiktionary.org/wiki/masak#Indonesian,,,
832,,parkir,,"parkir -      (v) park
memakir -      (v pass) parked
parkiran -      (n) parking place; parking lot
",parkir -      (v) park,memakir -      (v pass) parked,,,parkiran -      (n) parking place; parking lot,,,,,,,,,,,,BK,ENG,3000,3000,2000,A1U,parkir,Can you list all derivatives of the Indonesian root word parkir,https://kbbi.kemdikbud.go.id/entri/parkir,https://en.wiktionary.org/wiki/parkir#Indonesian,,,
833,,kejut,,"mengejutkan -      (v) frighten; startle; shock; surprise; ...
terkejut -      (v pass) be surprised; shocked
kejutan -      (n) surprise; shock; impulse
",mengejutkan -      (v) frighten; startle; shock; surprise; ...,terkejut -      (v pass) be surprised; shocked,,,kejutan -      (n) surprise; shock; impulse,,,,,,,,,,,,BK,NotE,4000,3000,4000,A1U,kejut,Can you list all derivatives of the Indonesian root word kejut,https://kbbi.kemdikbud.go.id/entri/kejut,https://en.wiktionary.org/wiki/kejut#Indonesian,,,
834,0,murid,,"

",,,,,,,,,,,,,,,,,BK,ARA,3000,3000,4000,A1U,murid,Can you list all derivatives of the Indonesian root word murid,https://kbbi.kemdikbud.go.id/entri/,https://en.wiktionary.org/wiki/#Indonesian,,,
835,,hebat,,"hebat -      (adj) great; excellent; enormous; tremen...
kehebatan -      (n) intensity; excitement; enormity; gre...
menghebat -      (v) increase in intensity; worsen; grow ...
",hebat -      (adj) great; excellent; enormous; tremen...,kehebatan -      (n) intensity; excitement; enormity; gre...,,,menghebat -      (v) increase in intensity; worsen; grow ...,,,,,,,,,,,,BK,ARA,3000,1000,3000,A1U,hebat,Can you list all derivatives of the Indonesian root word hebat,https://kbbi.kemdikbud.go.id/entri/hebat,https://en.wiktionary.org/wiki/hebat#Indonesian,,,
836,,kelapa,,"kelapa -      (n) coconut; coconut palm tree


",kelapa -      (n) coconut; coconut palm tree,,,,,,,,,,,,,,,,BK,NotE,3000,8000,2000,A1U,kelapa,Can you list all derivatives of the Indonesian root word kelapa,https://kbbi.kemdikbud.go.id/entri/kelapa,https://en.wiktionary.org/wiki/kelapa#Indonesian,,,
